X1.1;X1.2;X2.1;X2.2;Z1.1;Z1.2;Z2.1;Z2.2;y1;y2;lam1;lam2;psi1;psi2
0;1;0.672081623;0.047142129;0.078038711;-0.081683049;-0.3119479;-0.875647216;0;5;54.59815003;2.896163698;0.848074193;0.283990145
1;1;0.009187426;1.040228369;0.992743955;-0.717269902;-1.082044447;1.507598905;0;0;7.389056099;1.070141248;0.284213599;0.992911483
0;0;0.573523358;0.637344668;-0.342166926;-0.589613848;0.821643866;-0.495779696;1;3;2.718281828;3.888077195;0.791505257;0.00900536
1;0;0.046235126;0.15139098;-0.353327823;0.350586999;0.555426471;0.415155079;0;0;0.367879441;0.491691574;0.961990401;0.071497843
1;1;0.513170961;0.217793367;-0.929352964;-0.723939579;-2.322027417;-0.401393174;0;0;7.389056099;2.132523987;0.875026263;0.999258328
1;0;0.517321487;0.007147384;0.051223705;-0.168912598;-0.07280289;-0.573408817;0;1;0.367879441;1.749118323;0.829959357;0.190965283
0;0;0.447426544;0.045150777;0.19361383;-0.097505936;2.596567487;-1.093797544;6;2;2.718281828;1.47319043;0.819737106;5.54E-06
0;1;0.122006855;2.140628014;0.484173318;0.245893139;0.113510075;-1.497584525;0;9;54.59815003;4.511585208;0.85390044;0.035652122
1;0;0.102285214;0.512173062;0.905674259;-0.497651405;1.287890622;0.468076229;0;1;0.367879441;0.83445931;0.412457794;0.005248793
0;1;0.15616375;0.019075655;-0.020757524;-0.071693073;0.278565105;1.576450982;0;0;54.59815003;0.599036292;0.86849879;0.481494602
0;0;0.204999406;0.057467993;-0.833425309;-0.668981542;1.37976837;0.321911516;0;0;2.718281828;0.720698939;0.871263287;0.003104659
1;0;0.470269906;0.929607662;-0.480144002;0.715612907;-0.489034565;0.410301537;0;1;0.367879441;3.82063783;0.984502257;0.793598857
1;0;0.232087105;0.519227572;0.749693251;-0.686896205;0.405908837;-0.010830257;0;2;0.367879441;1.240468199;0.377932667;0.07339334
0;0;0.339778382;0.135381983;0.704118273;-0.823336733;-0.087607653;0.961453668;0;0;2.718281828;1.167327712;0.331180456;0.629563756
1;1;0.440741447;0.709470959;0.685809329;0.786835544;0.4537638;0.431232201;0;4;7.389056099;2.805818508;0.927233996;0.103162063
1;0;0.090245051;0.081204708;0.893807349;-0.398758983;-2.254247232;-1.693866973;0;0;0.367879441;0.523059456;0.465497672;0.995208427
1;0;0.205741363;0.020307968;0.30536327;0.504173342;-1.277500591;-1.844059373;0;0;0.367879441;0.695956624;0.927593786;0.815409864
0;0;0.242783995;1.376807125;-0.02368887;-0.196786704;-0.164941404;-0.190503608;0;1;2.718281828;3.019704899;0.837801444;0.349872603
1;1;0.212978093;0.150151968;-0.624486599;-0.102883788;-0.414581738;-1.029339896;0;1;7.389056099;0.809843911;0.938829126;0.324757452
0;1;1.492893218;0.361864973;0.426066122;-0.68065204;0.952880957;0.590311039;5;48;54.59815003;46.55082037;0.499899185;0.021136004
0;1;0.671210391;0.036375453;-0.829860059;-0.710968297;-0.30018245;-0.438949049;0;0;54.59815003;2.857670057;0.860908171;0.395798592
0;0;1.222300601;0.158434805;-0.077601189;-0.701639216;-0.010688737;0.996347549;5;21;2.718281828;16.86662146;0.671090939;0.570898317
0;1;0.27522599;0.082086108;0.871814613;0.02886852;1.019125477;1.675091901;0;0;54.59815003;0.911889989;0.679181994;0.06134953
1;1;0.125351419;0.312420268;0.690587336;-0.014345387;0.675673161;1.651012282;0;0;7.389056099;0.732328955;0.718175255;0.186941246
0;0;0.575179955;0.420644373;0.432373434;0.232685537;-0.277498053;-0.196827181;0;0;2.718281828;3.146164955;0.860183023;0.448825749
0;0;0.441223271;0.667664668;-0.752387303;-0.105154219;0.653909139;-0.804456296;0;5;2.718281828;2.694828268;0.948742356;0.011455886
0;0;0.912942204;0.140207536;0.189654923;-0.88864657;0.08035019;-0.138107201;0;5;2.718281828;6.547178202;0.484561029;0.186343398
1;1;0.271802627;0.041677872;0.979705603;-0.989207381;0.455902607;-1.383532265;10;0;7.389056099;0.866828398;0.190313694;0.011669367
1;1;0.379670688;0.265581077;0.230816976;-0.556331598;0.83453206;1.253306482;0;1;7.389056099;1.498692618;0.632070906;0.071567134
1;1;0.243375515;0.157038936;-0.453844666;0.701926448;-0.692723975;-1.868774985;0;0;7.389056099;0.893298471;0.98344901;0.323386102
1;0;0.259068854;0.032853196;-0.872586314;-0.465307588;-1.571787729;-1.208667814;0;0;0.367879441;0.827008554;0.91515476;0.96718072
1;1;1.092128833;0.359218452;-0.855393449;0.197200547;0.96750738;0.581415658;0;18;7.389056099;13.95175004;0.975337297;0.019813427
1;0;0.248110799;0.00997709;0.747022428;0.217199394;-1.594475131;0.343689122;0;0;0.367879441;0.782164257;0.788159216;0.995543358
1;1;0.110400331;0.210511965;-0.274350007;0.984316881;0.202452257;0.868671038;0;1;7.389056099;0.632365934;0.987631525;0.337745523
1;0;0.111760154;0.017515046;0.891244298;-0.617620078;-0.411738034;-0.946241133;0;0;0.367879441;0.523507202;0.360750879;0.345521518
1;0;1.117962606;0.67020492;0.11663788;0.506781169;0.750798132;-1.608975287;0;27;0.367879441;20.57532904;0.94472669;0.002939089
1;0;0.130070163;0.070082996;0.025322302;-0.515225326;2.256107171;1.000881731;0;1;0.367879441;0.582919305;0.717392864;0.000272037
0;0;0.382064482;0.180398031;0.895543327;-0.34509556;-0.661869892;0.575389511;0;0;2.718281828;1.386235055;0.491624256;0.900361614
0;0;0.032162871;0.15563237;-0.780396809;-0.992929011;-0.124114332;2.240493598;0;0;2.718281828;0.473369497;0.765798494;0.90602565
0;1;0.291061422;0.225937332;0.637815101;0.994848287;0.269395933;-1.072295192;0;2;54.59815003;1.10420056;0.954041744;0.033875399
0;1;0.464985548;0.046032562;-0.245315786;-0.123880991;-0.844573956;-1.836332534;0;3;54.59815003;1.554243926;0.892852184;0.467978056
0;0;0.059934416;1.382569851;0.113282096;0.99537749;-0.413722343;0.811122802;0;0;2.718281828;1.754831953;0.978560169;0.827121461
1;1;0.041117073;0.356435003;-0.372257627;-0.606561662;-1.286131647;1.628583222;0;0;7.389056099;0.594393465;0.793354127;0.997153239
0;1;0.12581408;0.036742538;-0.835314239;-0.777046409;-1.671227888;-0.16933876;0;0;54.59815003;0.556651882;0.845388209;0.99366576
0;1;0.312743472;0.7513573;0.559875085;-0.498527099;-0.940377247;0.858525144;0;0;54.59815003;1.992893727;0.540693089;0.9733919
0;0;0.070391228;0.492770918;-0.613530543;0.360953206;0.223232662;-0.441596779;0;2;2.718281828;0.743746224;0.974474048;0.084006241
0;0;0.017526719;0.123072464;0.311170935;0.154508593;-0.013665838;1.085858368;0;0;2.718281828;0.438521087;0.863215867;0.600744907
1;1;1.002650223;0.89113084;-0.129705893;-0.167305408;-0.957878105;0.372178778;0;0;7.389056099;18.15746026;0.86529089;0.955095202
1;1;1.634469008;0.672193867;-0.605703347;0.458362487;-0.466852088;0.503965035;0;0;7.389056099;97.08635997;0.978653294;0.799095633
0;0;0.181272988;0.385689245;0.989320844;0.148379466;-0.495868571;-1.312370638;0;2;2.718281828;0.93193539;0.692701092;0.314113849
0;0;0.38504458;0.230797172;-0.106514267;0.155270298;-0.660371434;-0.703491365;0;2;2.718281828;1.470983039;0.922034196;0.644976219
0;0;0.048049147;0.48696104;-0.937146672;0.179998255;-1.043521145;-0.571229356;0;0;2.718281828;0.691500421;0.977372824;0.900174736
0;0;0.1358753;0.186045912;0.874033116;-0.55414332;0.321519971;-0.254009646;7;2;2.718281828;0.666091529;0.396675575;0.074246872
0;1;0.10481404;0.237856638;0.741967909;-0.793015403;0.545146877;-1.399196632;0;0;54.59815003;0.639095591;0.332037822;0.008217021
1;1;0.283518587;0.032028884;0.202492567;0.473012054;-0.636097623;0.630384892;0;0;7.389056099;0.889215776;0.933533901;0.897830418
0;1;0.878424277;0.952479129;-0.401969087;0.224807512;1.376384123;-0.908362942;0;9;54.59815003;13.29983942;0.954893293;0.000677181
0;0;0.141569182;0.204072984;0.61869255;0.902424721;1.012519248;0.291399343;0;0;2.718281828;0.689892513;0.946688125;0.011742855
0;0;0.753856772;0.348052803;0.90428477;0.919751731;-0.53989514;-1.613708039;0;6;2.718281828;5.000926113;0.922946857;0.270412986
1;1;0.002121018;0.082509102;0.704107943;0.4896721;-1.072417884;-0.91170455;0;0;7.389056099;0.402070495;0.87249288;0.867833384
0;0;0.475550375;0.410220424;-0.745380528;-0.130339709;0.428912684;2.09403217;0;3;2.718281828;2.309131656;0.945699497;0.502279396
1;0;0.332693256;0.23388048;0.9377647;-0.650449725;-0.482457898;0.560787087;0;0;0.367879441;1.261069597;0.3301412;0.81909099
0;0;0.150932592;0.008383314;0.114202017;-0.129423862;-0.090646571;0.064529875;0;1;2.718281828;0.583436938;0.827762116;0.35906767
0;1;0.100748405;0.324851884;-0.989271105;0.524916376;0.79184755;-1.141357699;0;0;54.59815003;0.688732105;0.989373693;0.004513649
1;0;0.017362222;0.054288772;-0.728472161;0.838058622;0.068754653;-0.687120456;0;0;0.367879441;0.40917;0.991581133;0.107481306
1;0;0.009787395;0.078229606;-0.988305797;0.813395166;-0.613966444;-0.979358419;0;0;0.367879441;0.409667998;0.993995652;0.519534088
0;1;0.098294762;0.270412653;0.633748124;0.631025658;-0.714181239;0.460518947;0;0;54.59815003;0.647456895;0.909819182;0.904980248
0;0;0.293620711;0.165191032;0.564327176;-0.600494115;0.324249513;2.044015261;0;0;2.718281828;1.047130082;0.488132481;0.583967853
0;1;0.548218885;0.229276472;0.862132572;-0.900748829;0.34328235;1.570209005;130;5;54.59815003;2.396317362;0.250734926;0.419567875
1;0;0.810446829;0.023172698;-0.262620235;-0.042102949;-0.439619408;0.171190221;0;0;0.367879441;4.282398222;0.909679218;0.70319535
0;1;0.503821292;0.300696076;0.948909748;0.180786738;0.34509672;-0.410085719;0;1;54.59815003;2.252768608;0.718737712;0.056962126
1;0;0.581482254;0.288591102;0.647487364;-0.806759528;-0.919759738;1.415380147;1;0;0.367879441;2.809588029;0.357840329;0.985490333
1;1;0.174656882;0.103084497;0.574897727;0.90178047;1.783110817;1.216549676;0;0;7.389056099;0.688703209;0.949846608;0.002095264
1;1;0.018263294;0.067254444;0.245651669;-0.674513723;-1.421711896;-0.192276569;0;0;7.389056099;0.41563173;0.570157812;0.983553735
1;0;0.003013118;0.024239954;0.934709858;0.843012525;1.642183362;1.791387528;0;0;0.367879441;0.380328208;0.907539894;0.007253774
0;1;0.128799268;0.064967911;-0.000163019;-0.744449854;0.124236888;0.46865126;0;1;54.59815003;0.577738297;0.625121679;0.293162392
1;0;0.024790329;1.353075049;0.787391199;0.325479181;0.001123313;-0.784836137;0;0;0.367879441;1.533336434;0.813037863;0.12075949
1;0;0.034332438;1.697171862;-0.197913506;0.568083855;-1.328975923;-0.987511678;0;0;0.367879441;2.225917467;0.968721251;0.939872115
1;1;0.163561228;0.479106799;-0.104916781;0.529226324;0.779726615;-0.709893467;0;0;7.389056099;0.97024223;0.961425581;0.00807126
1;0;0.068788637;1.351343514;0.871558164;0.345140621;1.290447486;0.442551207;0;0;0.367879441;1.746667045;0.799463403;0.005036528
0;1;0.243617954;0.851170924;0.366664395;-0.768668195;-1.02056778;-0.432202341;0;0;54.59815003;1.789658439;0.478180621;0.907784288
1;0;0.592792025;0.27648642;-0.96367374;0.702602975;0.70470454;-0.495882289;0;1;0.367879441;2.871580269;0.992237951;0.013891423
0;1;0.113069031;0.498769412;-0.668946565;0.23592319;1.328751933;-1.160104483;0;1;54.59815003;0.850421222;0.969975766;0.00059109
1;1;0.031015196;0.224651941;-0.008331002;0.672823112;1.716649095;1.430084618;0;0;7.389056099;0.505451863;0.96637047;0.003505787
0;0;0.207642439;0.284997982;-0.146929544;-0.66014355;-0.85958619;0.003647526;0;0;2.718281828;0.912037015;0.710971535;0.902736562
0;0;0.172777868;0.553888352;0.984106241;-0.97943756;-1.013550294;0.985975148;0;0;2.718281828;1.074893897;0.192315465;0.982592315
1;1;1.250039246;0.057044736;0.777900248;-0.353060537;-0.220246237;-0.700363732;0;14;7.389056099;16.56285397;0.531714504;0.259315118
1;0;0.405587327;0.525506059;-0.308489257;-0.460634551;0.158823107;-1.091549549;0;2;0.367879441;2.100694576;0.823677561;0.049264901
1;1;1.133584119;0.606256946;0.41168825;0.650522712;-0.869274055;-1.318395672;0;0;7.389056099;20.22681712;0.936046749;0.648347447
0;1;0.198601958;0.350011067;0.817449374;0.867323474;-0.730637689;0.458505529;0;0;54.59815003;0.947258687;0.92473367;0.90994989
0;0;0.125366844;0.619169957;0.352585774;-0.744417033;1.111633173;-0.266522265;14;2;2.718281828;0.995281654;0.495571934;0.00406294
1;0;0.055708576;0.438437756;0.278200543;0.826675212;-0.166381366;-0.74438866;0;2;0.367879441;0.674059753;0.962168577;0.21306377
1;1;0.112215762;0.075706412;-0.700790946;0.210467895;0.967695272;0.766211992;0;2;7.389056099;0.555633541;0.969884068;0.024817096
1;0;0.007543064;0.12378089;0.20225078;-0.199429667;-0.498319395;0.027851423;1;2;0.367879441;0.425883299;0.785458511;0.711670687
0;1;0.17516706;0.215683733;-0.454497528;0.331590607;0.926885841;-0.886428616;0;1;54.59815003;0.771965756;0.965938337;0.00374397
0;0;0.016504262;0.396358545;-0.084293258;0.535198554;0.0811431;-1.765480933;0;1;2.718281828;0.574572686;0.960715074;0.028996983
1;0;1.860452923;0.004351153;-0.555493813;0.0437914;-0.11445851;0.930476889;0;0;0.367879441;98.07278632;0.94886627;0.643896258
